wavelength,25,-20,-70,-100,-60,modelled_laeti
0.3,0.179584635,0.183544113,0.187572427,0.189769403,0.186647182,0.229264005
0.31,0.247843519,0.252969027,0.258173407,0.261007798,0.256975412,0.279104002
0.32,0.30249369,0.308487314,0.314581477,0.317904712,0.313181172,0.328944014
0.33,0.348813965,0.355563075,0.362431693,0.366179678,0.36085504,0.363832011
0.34,0.402318015,0.409723664,0.417245821,0.421342564,0.415514603,0.398720007
0.35,0.465269268,0.473402227,0.481630426,0.486094464,0.479726659,0.463511976
0.36,0.530541762,0.539199199,0.54790273,0.552595908,0.54587211,0.528303973
0.37,0.644194843,0.649708366,0.655170088,0.658078044,0.653872854,0.623000002
0.38,0.771007385,0.773815085,0.776608101,0.778098867,0.775947435,0.717696031
0.39,0.844023448,0.847619778,0.852878345,0.855139666,0.851624495,0.807408005
0.4,0.888982924,0.890566607,0.89207892,0.892866059,0.891706542,0.897119979
0.41,0.918221471,0.918743504,0.919239872,0.91949744,0.919117105,0.912071965
0.42,0.923791294,0.923977798,0.924149786,0.924236805,0.924105783,0.92702401
0.43,0.92465646,0.924698384,0.924729325,0.924741677,0.924719232,0.922040015
0.44,0.92056824,0.920536494,0.920486032,0.920451501,0.920492992,0.91705602
0.45,0.913206759,0.91312186,0.913033959,0.912985387,0.913053743,0.90708797
0.46,0.906206163,0.906119133,0.906030301,0.905981689,0.906050611,0.897119979
0.47,0.899965895,0.899882536,0.899798382,0.899752647,0.899817844,0.892135984
0.48,0.89600887,0.895936463,0.89586341,0.895823658,0.895880291,0.887151989
0.49,0.893656089,0.89359773,0.893538233,0.893505462,0.893551766,0.882167993
0.5,0.890281438,0.890240176,0.890196841,0.890172456,0.890206364,0.877183998
0.51,0.885893211,0.885867571,0.885840047,0.885824355,0.885845956,0.877183998
0.52,0.885274187,0.885259941,0.885244176,0.885235001,0.885247441,0.877183998
0.53,0.883037909,0.883034108,0.883029153,0.883025976,0.883029993,0.877183998
0.54,0.887392986,0.887396517,0.887399405,0.887400677,0.88739855,0.877183998
0.55,0.8870484,0.887058534,0.887068177,0.887073134,0.887065775,0.882167993
0.56,0.890213641,0.89022956,0.89024507,0.890253157,0.890241293,0.887151989
0.57,0.891243126,0.891263471,0.891283428,0.89129373,0.891278546,0.892135984
0.58,0.895469236,0.895493332,0.895516924,0.895528684,0.895510992,0.897119979
0.59,0.897415108,0.897441505,0.897467027,0.897478671,0.897460172,0.899611977
0.6,0.902230109,0.902258308,0.90228469,0.902294359,0.902276623,0.902103974
0.61,0.904707535,0.904736029,0.904760624,0.904764567,0.904750972,0.904596032
0.62,0.9097201,0.909748285,0.909768238,0.909760857,0.909755907,0.907088029
0.63,0.913757433,0.913783618,0.913793137,0.913764763,0.91377659,0.912072024
0.64,0.917304159,0.917325983,0.917315641,0.917251141,0.917292552,0.91705602
0.65,0.919949143,0.91996269,0.919917099,0.91979361,0.919884361,0.922040015
0.66,0.92332685,0.923325929,0.923221096,0.923005342,0.923174754,0.92702401
0.67,0.926162793,0.926136651,0.925935864,0.925581355,0.925871654,0.929516008
0.68,0.928909538,0.928840865,0.928490579,0.927934614,0.92840436,0.932008005
0.69,0.931445523,0.931307312,0.930732325,0.929893261,0.930620967,0.933000004
0.7,0.933728157,0.933480025,0.932578544,0.931353261,0.932440986,0.933984004
0.71,0.935745786,0.935329747,0.93396852,0.932230087,0.933806946,0.934960002
0.72,0.937436175,0.93677211,0.934781906,0.932377542,0.934602947,0.935928002
0.73,0.938793447,0.937774452,0.934945707,0.93169458,0.934761552,0.936888
0.74,0.939757185,0.938245083,0.934323915,0.930015139,0.934153351,0.937839982
0.75,0.940285469,0.938106462,0.932790524,0.927181025,0.932659968,0.936319983
0.76,0.940240494,0.937181226,0.930116141,0.922929758,0.930060898,0.934799985
0.77,0.939606703,0.935409747,0.926184327,0.917110707,0.92625022,0.92930799
0.78,0.938284854,0.932644413,0.92078774,0.909484731,0.921033423,0.923831995
0.79,0.936144652,0.928702077,0.913682634,0.899782066,0.914182524,0.918372
0.8,0.933109949,0.923448685,0.90467561,0.887791867,0.905523239,0.912928006
0.81,0.928843946,0.916489341,0.893327013,0.873077702,0.894638044,0.903583996
0.82,0.923197754,0.907615585,0.87939707,0.855419863,0.881311407,0.894288005
0.83,0.91596178,0.896563736,0.862617481,0.834595152,0.865299384,0.87878402
0.84,0.906824793,0.882983067,0.842672175,0.810362772,0.846307217,0.863408017
0.85,0.895494037,0.866562518,0.819327253,0.78259013,0.824115956,0.849599974
0.86,0.881635743,0.846982423,0.792390391,0.751211884,0.798537998,0.835887987
0.87,0.864918614,0.823965626,0.761760381,0.716272233,0.769463573,0.811535994
0.88,0.844973042,0.797246831,0.72739759,0.677891572,0.73682829,0.787440017
0.89,0.821499125,0.766678223,0.68941201,0.636339122,0.700701358,0.759000044
0.9,0.794249505,0.732211698,0.648034621,0.591996706,0.661257691,0.730880016
0.91,0.763016026,0.693883273,0.603591604,0.54532742,0.61875358,0.683728006
0.92,0.727736808,0.651899693,0.556561513,0.496917065,0.573589782,0.637295983
0.93,0.688465135,0.606597001,0.507523621,0.447420879,0.526263714,0.596031956
0.94,0.645398992,0.558451237,0.457151558,0.397551957,0.477368757,0.555407995
0.95,0.59888835,0.508068258,0.406191481,0.348058006,0.427577623,0.511056037
0.96,0.549418221,0.456154718,0.355429176,0.299691102,0.37761305,0.467424015
0.97,0.497655965,0.403539254,0.305695322,0.253209493,0.328259857,0.412416017
0.98,0.444378641,0.351101728,0.257807519,0.209330324,0.280306628,0.358175992
0.99,0.390438696,0.299738724,0.212544004,0.168710274,0.234519385,0.308935981
1,0.336779067,0.25036623,0.170643653,0.131946953,0.191644379,0.260400002
1.01,0.284368137,0.203867524,0.132772059,0.09955515,0.152370644,0.218783987
1.02,0.234163381,0.161066688,0.099507407,0.071958825,0.117313063,0.178463999
1.03,0.187081392,0.122709391,0.071331128,0.049485494,0.087000019,0.143424006
1.04,0.143964621,0.08944277,0.048614244,0.032213406,0.061804577,0.109536
1.05,0.105543752,0.061787985,0.030933338,0.019093831,0.041397631,0.069120003
1.06,0.072427837,0.039444743,0.017586826,0.009927103,0.02549562,0.030143999
1.07,0.045278425,0.022369087,0.00879814,0.004703506,0.014230207,0.022128
1.08,0.024291471,0.010840609,0.004104513,0.002106166,0.00705002,0.014432
1.09,0.009677031,0.004161724,0.001375224,0.000595953,0.002605691,0.007072
1.1,0.001661306,0.000638765,0.000155895,5.00081E-05,0.000387531,0
1.11,0,0,0,0,0,0
