#ZVView-data-copy:  25-Sep-2025 07:45:02
#=======================================
#
#name:   ENDF/B-VIII.1: H-3(T,2N)HE-4
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  771
#data...
#            X            Y
#          MeV        barns
        0.0005   3.1052e-31
   0.000501166   3.3878e-31
   0.000502332    3.695e-31
   0.000503497   4.0288e-31
   0.000504663   4.3914e-31
   0.000505829   4.7851e-31
   0.000506994   5.2127e-31
    0.00050816   5.6768e-31
   0.000509326   6.1803e-31
   0.000510492   6.7266e-31
   0.000511657    7.319e-31
   0.000512823   7.9612e-31
   0.000513989   8.6573e-31
   0.000515154   9.4116e-31
    0.00051632   1.0229e-30
   0.000517486   1.1113e-30
   0.000518652   1.2071e-30
   0.000519817   1.3108e-30
   0.000520983    1.423e-30
   0.000522149   1.5444e-30
   0.000523315   1.6756e-30
    0.00052448   1.8176e-30
   0.000525813   1.9939e-30
   0.000526978   2.1615e-30
   0.000528144   2.3425e-30
    0.00052931   2.5381e-30
   0.000530642   2.7807e-30
   0.000531974   3.0455e-30
   0.000533306   3.3343e-30
   0.000534472   3.6084e-30
   0.000535804   3.9481e-30
   0.000537137   4.3184e-30
   0.000538469   4.7217e-30
   0.000539801    5.161e-30
   0.000541134   5.6394e-30
   0.000542466   6.1599e-30
   0.000543798   6.7264e-30
    0.00054513   7.3426e-30
   0.000546463   8.0126e-30
   0.000547795    8.741e-30
   0.000549127   9.5324e-30
   0.000550459   1.0392e-29
   0.000551791   1.1326e-29
   0.000553124    1.234e-29
   0.000554456   1.3441e-29
   0.000555788   1.4635e-29
   0.000557121    1.593e-29
   0.000558453   1.7334e-29
   0.000559785   1.8857e-29
   0.000561117   2.0507e-29
    0.00056245   2.2295e-29
   0.000563782   2.4232e-29
   0.000565114   2.6328e-29
   0.000566446   2.8598e-29
   0.000567779   3.1055e-29
   0.000569111   3.3712e-29
   0.000570443   3.6587e-29
   0.000571775   3.9694e-29
   0.000573108   4.3054e-29
   0.000574607   4.7158e-29
   0.000576105   5.1636e-29
   0.000577604   5.6518e-29
   0.000579103   6.1839e-29
   0.000580602   6.7639e-29
     0.0005821   7.3956e-29
   0.000583599   8.0835e-29
   0.000585098   8.8323e-29
   0.000586597   9.6472e-29
   0.000588096   1.0534e-28
   0.000589594   1.1498e-28
   0.000591093   1.2546e-28
   0.000592592   1.3685e-28
   0.000594091   1.4922e-28
   0.000595589   1.6266e-28
   0.000597088   1.7725e-28
   0.000598587   1.9309e-28
   0.000600086   2.1028e-28
   0.000601585   2.2892e-28
   0.000603083   2.4913e-28
   0.000604582   2.7105e-28
   0.000606081   2.9479e-28
    0.00060758   3.2052e-28
   0.000609245   3.5162e-28
   0.000610744   3.8205e-28
   0.000612243   4.1499e-28
   0.000613908   4.5477e-28
   0.000615407   4.9367e-28
   0.000616906   5.3572e-28
   0.000618571   5.8646e-28
   0.000620236   6.4177e-28
   0.000621902   7.0204e-28
   0.000623567   7.6769e-28
   0.000625232   8.3918e-28
   0.000626898   9.1699e-28
   0.000628563   1.0017e-27
   0.000630228   1.0938e-27
   0.000631894   1.1939e-27
   0.000633559   1.3028e-27
   0.000635224   1.4211e-27
    0.00063689   1.5496e-27
   0.000638555   1.6891e-27
    0.00064022   1.8406e-27
   0.000641885    2.005e-27
   0.000643551   2.1834e-27
   0.000645216   2.3768e-27
   0.000646882   2.5865e-27
   0.000648547   2.8138e-27
   0.000650212     3.06e-27
   0.000651877   3.3268e-27
   0.000653543   3.6156e-27
   0.000655375   3.9608e-27
   0.000657206   4.3374e-27
   0.000659038   4.7479e-27
    0.00066087   5.1953e-27
   0.000662702   5.6828e-27
   0.000664534   6.2136e-27
   0.000666366   6.7914e-27
   0.000668243   7.4367e-27
   0.000670145   8.1494e-27
   0.000672046   8.9269e-27
   0.000673947   9.7747e-27
   0.000675848   1.0699e-26
   0.000677749   1.1706e-26
   0.000679651   1.2803e-26
   0.000681552   1.3998e-26
   0.000683453   1.5298e-26
   0.000685354   1.6712e-26
   0.000687255   1.8251e-26
   0.000689157   1.9924e-26
   0.000691058   2.1743e-26
   0.000692959   2.3719e-26
    0.00069486   2.5865e-26
   0.000696762   2.8195e-26
   0.000698663   3.0724e-26
   0.000700564   3.3468e-26
   0.000702465   3.6445e-26
   0.000704366   3.9673e-26
   0.000706268   4.3171e-26
   0.000708359   4.7357e-26
    0.00071026   5.1496e-26
   0.000712161   5.5977e-26
   0.000714253   6.1335e-26
   0.000716344   6.7178e-26
   0.000718435   7.3548e-26
   0.000720527    8.049e-26
   0.000722618   8.8053e-26
   0.000724709   9.6288e-26
   0.000726801   1.0525e-25
   0.000728892   1.1501e-25
   0.000730983   1.2562e-25
   0.000733075   1.3715e-25
   0.000735166   1.4969e-25
   0.000737257   1.6331e-25
   0.000739349   1.7811e-25
    0.00074144   1.9418e-25
   0.000743531   2.1161e-25
   0.000745623   2.3053e-25
   0.000747714   2.5105e-25
   0.000749805   2.7329e-25
   0.000751897    2.974e-25
   0.000754178   3.2601e-25
   0.000756269    3.545e-25
   0.000758551   3.8828e-25
   0.000760832   4.2511e-25
   0.000763114   4.6523e-25
   0.000765395   5.0894e-25
   0.000767677   5.5652e-25
   0.000769958   6.0831e-25
    0.00077224   6.6465e-25
   0.000774521   7.2593e-25
   0.000776802   7.9254e-25
   0.000779084   8.6493e-25
   0.000781365   9.4356e-25
   0.000783647   1.0289e-24
   0.000785928   1.1216e-24
    0.00078821   1.2222e-24
   0.000790681   1.3408e-24
   0.000792963   1.4599e-24
   0.000795244   1.5889e-24
   0.000797716   1.7409e-24
   0.000800187   1.9067e-24
   0.000802659   2.0873e-24
    0.00080513   2.2841e-24
   0.000807602   2.4983e-24
   0.000810074   2.7316e-24
   0.000812545   2.9853e-24
   0.000815017   3.2614e-24
   0.000817488   3.5615e-24
    0.00081996   3.8876e-24
   0.000822431   4.2419e-24
   0.000824903   4.6267e-24
   0.000827375   5.0444e-24
   0.000829846   5.4977e-24
   0.000832318   5.9893e-24
   0.000834789   6.5224e-24
   0.000837451   7.1467e-24
   0.000840113   7.8272e-24
   0.000842774   8.5688e-24
   0.000845436   9.3766e-24
   0.000848098   1.0256e-23
    0.00085076   1.1214e-23
   0.000853421   1.2255e-23
   0.000856083   1.3388e-23
   0.000858125   1.4323e-23
   0.000860332   1.5403e-23
   0.000862539    1.656e-23
   0.000864746   1.7799e-23
   0.000866953   1.9126e-23
    0.00086916   2.0545e-23
   0.000871367   2.2064e-23
   0.000873574   2.3689e-23
   0.000875781   2.5426e-23
   0.000877988   2.7283e-23
   0.000880195   2.9269e-23
   0.000882402    3.139e-23
   0.000884609   3.3656e-23
   0.000886816   3.6076e-23
   0.000889023   3.8661e-23
    0.00089123   4.1419e-23
   0.000893438   4.4363e-23
    0.00089638   4.8596e-23
   0.000899323    5.321e-23
   0.000902266   5.8236e-23
   0.000905208   6.3707e-23
   0.000908151   6.9662e-23
   0.000911094    7.614e-23
   0.000914037   8.3185e-23
   0.000916979   9.0841e-23
   0.000919922   9.9161e-23
   0.000922865    1.082e-22
   0.000925808   1.1801e-22
    0.00092875   1.2865e-22
   0.000931693    1.402e-22
   0.000934636   1.5272e-22
   0.000937579   1.6628e-22
   0.000940521   1.8099e-22
   0.000943464   1.9691e-22
   0.000946407   2.1415e-22
    0.00094935    2.328e-22
   0.000952292   2.5299e-22
   0.000955235   2.7481e-22
   0.000958178    2.984e-22
   0.000961121   3.2389e-22
   0.000964063   3.5143e-22
   0.000967006   3.8117e-22
   0.000969949   4.1326e-22
   0.000972892   4.4789e-22
   0.000975834   4.8525e-22
   0.000978777   5.2552e-22
    0.00098172   5.6894e-22
   0.000984663   6.1572e-22
   0.000987605    6.661e-22
   0.000990548   7.2036e-22
   0.000993491   7.7876e-22
   0.000996434   8.4159e-22
   0.000999376   9.0918e-22
    0.00100232   9.8187e-22
    0.00100526     1.06e-21
     0.0010082   1.1439e-21
    0.00101115   1.2341e-21
    0.00101483   1.3563e-21
    0.00101777   1.4621e-21
    0.00102071   1.5757e-21
    0.00102365   1.6976e-21
     0.0010266   1.8283e-21
    0.00102954   1.9683e-21
    0.00103248   2.1185e-21
    0.00103616   2.3214e-21
    0.00103984   2.5424e-21
    0.00104352   2.7831e-21
     0.0010472   3.0452e-21
    0.00105087   3.3303e-21
    0.00105382   3.5763e-21
     0.0010575   3.9077e-21
    0.00106117   4.2681e-21
    0.00106412   4.5786e-21
     0.0010678   4.9965e-21
    0.00107147     5.45e-21
    0.00107442   5.8405e-21
     0.0010781   6.3656e-21
    0.00108177   6.9348e-21
    0.00108545   7.5514e-21
    0.00108913   8.2195e-21
    0.00109281   8.9427e-21
    0.00109649   9.7254e-21
    0.00110016   1.0572e-20
    0.00110384   1.1488e-20
    0.00110752   1.2477e-20
     0.0011112   1.3546e-20
    0.00111488   1.4701e-20
    0.00111856   1.5947e-20
    0.00112297   1.7574e-20
    0.00112665   1.9047e-20
    0.00113033   2.0636e-20
    0.00113401   2.2348e-20
    0.00113842   2.4579e-20
     0.0011421   2.6595e-20
    0.00114578   2.8766e-20
    0.00114946   3.1102e-20
    0.00115387    3.414e-20
    0.00115755   3.6882e-20
    0.00116123   3.9829e-20
    0.00116564   4.3657e-20
    0.00116932   4.7108e-20
      0.001173   5.0813e-20
    0.00117741   5.5618e-20
    0.00118183   6.0848e-20
    0.00118624   6.6535e-20
    0.00119066   7.2718e-20
    0.00119507   7.9434e-20
    0.00119875    8.547e-20
    0.00120316    9.328e-20
    0.00120758   1.0175e-19
    0.00121199   1.1095e-19
     0.0012164   1.2091e-19
    0.00122082   1.3171e-19
    0.00122523    1.434e-19
    0.00122965   1.5606e-19
    0.00123406   1.6975e-19
    0.00123847   1.8457e-19
    0.00124289   2.0058e-19
     0.0012473   2.1789e-19
    0.00125172   2.3659e-19
    0.00125687    2.603e-19
    0.00126202   2.8621e-19
    0.00126717   3.1451e-19
    0.00127232   3.4542e-19
    0.00127673   3.7414e-19
    0.00128114   4.0509e-19
    0.00128556   4.3841e-19
    0.00129071   4.8051e-19
    0.00129586   5.2637e-19
    0.00130101   5.7627e-19
    0.00130616   6.3058e-19
    0.00131131   6.8963e-19
    0.00131646   7.5381e-19
    0.00132161   8.2352e-19
    0.00132676    8.992e-19
    0.00133191   9.8134e-19
    0.00133706   1.0704e-18
    0.00134221    1.167e-18
    0.00134736   1.2717e-18
     0.0013525    1.385e-18
    0.00135765   1.5077e-18
     0.0013628   1.6405e-18
    0.00136795   1.7842e-18
     0.0013731   1.9394e-18
    0.00137825   2.1072e-18
     0.0013834   2.2884e-18
    0.00138855    2.484e-18
     0.0013937   2.6951e-18
    0.00139885   2.9228e-18
      0.001404   3.1683e-18
    0.00140915   3.4329e-18
     0.0014143    3.718e-18
    0.00141945   4.0249e-18
     0.0014246   4.3553e-18
    0.00143049   4.7636e-18
    0.00143637   5.2074e-18
    0.00144226   5.6892e-18
    0.00144815   6.2123e-18
    0.00145403   6.7798e-18
    0.00145992   7.3952e-18
     0.0014658   8.0621e-18
    0.00147169   8.7846e-18
    0.00147757   9.5668e-18
    0.00148346   1.0413e-17
    0.00148934   1.1329e-17
    0.00149523   1.2319e-17
    0.00150111   1.3388e-17
      0.001507   1.4544e-17
    0.00151289   1.5791e-17
    0.00151951   1.7312e-17
    0.00152613   1.8969e-17
    0.00153275   2.0771e-17
    0.00153937   2.2731e-17
    0.00154599   2.4862e-17
    0.00155261   2.7176e-17
    0.00155923   2.9689e-17
    0.00156585   3.2415e-17
    0.00157248   3.5371e-17
     0.0015791   3.8577e-17
    0.00158572   4.2049e-17
    0.00159273   4.6039e-17
    0.00159975   5.0386e-17
    0.00160717   5.5383e-17
    0.00161419   6.0538e-17
    0.00162121   6.6132e-17
    0.00162824   7.2201e-17
    0.00163565   7.9165e-17
    0.00164306   8.6743e-17
    0.00165009   9.4538e-17
     0.0016575   1.0346e-16
    0.00166491   1.1316e-16
    0.00167233    1.237e-16
    0.00167974   1.3513e-16
    0.00168754   1.4821e-16
    0.00169496   1.6171e-16
    0.00170276   1.7714e-16
    0.00171096    1.948e-16
    0.00171876   2.1312e-16
    0.00172656   2.3301e-16
    0.00173437    2.546e-16
    0.00174256   2.7925e-16
    0.00175076   3.0608e-16
    0.00175895   3.3527e-16
    0.00176714   3.6701e-16
    0.00177534   4.0149e-16
    0.00178353   4.3894e-16
    0.00179211    4.816e-16
    0.00180031   5.2586e-16
    0.00180889   5.7621e-16
    0.00181748   6.3096e-16
    0.00182606   6.9048e-16
    0.00183504   7.5818e-16
    0.00184401   8.3194e-16
    0.00185298   9.1225e-16
    0.00186157   9.9568e-16
    0.00187054   1.0904e-15
    0.00187952   1.1932e-15
    0.00188888   1.3101e-15
    0.00189825   1.4373e-15
    0.00190761   1.5758e-15
    0.00191737    1.733e-15
    0.00192673   1.8973e-15
     0.0019361   2.0759e-15
    0.00194585   2.2781e-15
     0.0019556   2.4983e-15
    0.00196497   2.7279e-15
    0.00197472   2.9875e-15
    0.00198423   3.2622e-15
    0.00199278   3.5285e-15
    0.00200303   3.8742e-15
    0.00201328   4.2507e-15
    0.00202353   4.6605e-15
    0.00203378   5.1061e-15
    0.00204403   5.5905e-15
    0.00205428   6.1165e-15
    0.00206453   6.6874e-15
    0.00207478   7.3068e-15
    0.00208503   7.9781e-15
    0.00209528   8.7055e-15
    0.00210553   9.4929e-15
    0.00211578   1.0345e-14
    0.00212603   1.1266e-14
    0.00213628   1.2262e-14
    0.00214653   1.3338e-14
    0.00215678   1.4499e-14
    0.00216703   1.5751e-14
    0.00217899   1.7337e-14
    0.00218923    1.881e-14
    0.00219949   2.0397e-14
    0.00221144   2.2402e-14
    0.00222169   2.4262e-14
    0.00223365   2.6609e-14
    0.00224561   2.9161e-14
    0.00225757   3.1934e-14
    0.00226953   3.4945e-14
    0.00228149   3.8213e-14
    0.00229344   4.1756e-14
     0.0023054   4.5595e-14
    0.00231736   4.9753e-14
    0.00232932   5.4254e-14
    0.00234128   5.9121e-14
    0.00235323   6.4381e-14
    0.00236519   7.0063e-14
    0.00237715   7.6197e-14
    0.00239082   8.3802e-14
    0.00240449   9.2089e-14
    0.00241815   1.0111e-13
    0.00243011   1.0966e-13
    0.00244378   1.2023e-13
    0.00245744   1.3171e-13
    0.00247111   1.4417e-13
    0.00248478   1.5769e-13
    0.00249844   1.7236e-13
    0.00251211   1.8824e-13
    0.00252578   2.0545e-13
    0.00253944   2.2406e-13
    0.00255311   2.4418e-13
    0.00256849   2.6876e-13
    0.00258215   2.9247e-13
    0.00259753   3.2138e-13
     0.0026129   3.5286e-13
    0.00262828   3.8709e-13
    0.00264365   4.2429e-13
    0.00265903   4.6468e-13
     0.0026744   5.0852e-13
    0.00268978   5.5605e-13
    0.00270515   6.0755e-13
    0.00272053   6.6331e-13
     0.0027359   7.2364e-13
    0.00275128   7.8886e-13
    0.00276665   8.5934e-13
    0.00278203   9.3543e-13
    0.00279911    1.027e-12
    0.00281619   1.1266e-12
    0.00283328   1.2348e-12
    0.00285036   1.3523e-12
    0.00286744   1.4797e-12
    0.00288453   1.6178e-12
    0.00290161   1.7673e-12
    0.00291869   1.9291e-12
    0.00293749   2.1223e-12
    0.00295628   2.3327e-12
    0.00297507   2.5617e-12
    0.00299386   2.8105e-12
    0.00301265   3.0808e-12
    0.00303144   3.3741e-12
    0.00305024   3.6922e-12
    0.00306903   4.0369e-12
    0.00308782     4.41e-12
    0.00310661   4.8137e-12
    0.00312711   5.2914e-12
    0.00314761    5.811e-12
    0.00316811   6.3757e-12
    0.00318861   6.9889e-12
    0.00320911   7.6542e-12
    0.00322961   8.3753e-12
    0.00325011   9.1564e-12
    0.00327061   1.0002e-11
    0.00329282   1.0995e-11
    0.00331503   1.2076e-11
    0.00333724    1.325e-11
    0.00335944   1.4524e-11
    0.00338165   1.5906e-11
    0.00340386   1.7404e-11
    0.00342607   1.9026e-11
    0.00344999   2.0921e-11
     0.0034739   2.2982e-11
    0.00349782    2.522e-11
    0.00352173    2.765e-11
    0.00354565   3.0286e-11
    0.00356957   3.3141e-11
    0.00359348   3.6232e-11
    0.00361911   3.9824e-11
    0.00364474   4.3727e-11
    0.00367036   4.7965e-11
    0.00369599   5.2562e-11
    0.00372161   5.7543e-11
    0.00374723   6.2937e-11
    0.00377457   6.9176e-11
     0.0038019   7.5955e-11
    0.00382923   8.3312e-11
    0.00385657   9.1289e-11
     0.0038839   9.9932e-11
    0.00391123   1.0929e-10
    0.00394028   1.2006e-10
    0.00396932   1.3175e-10
    0.00399836   1.4444e-10
     0.0040274   1.5818e-10
    0.00405644   1.7306e-10
    0.00408719   1.9014e-10
    0.00411794   2.0867e-10
    0.00414869   2.2877e-10
    0.00417944   2.5054e-10
     0.0042119   2.7547e-10
    0.00424436   3.0254e-10
    0.00427682    3.319e-10
    0.00430928   3.6373e-10
    0.00434344   4.0007e-10
    0.00437761   4.3953e-10
    0.00441178   4.8235e-10
    0.00444594   5.2875e-10
    0.00448011   5.7899e-10
    0.00451599   6.3617e-10
    0.00455186   6.9818e-10
    0.00458773   7.6538e-10
    0.00462532   8.4174e-10
     0.0046629   9.2461e-10
    0.00470048    1.0145e-9
    0.00473978    1.1164e-9
    0.00477907    1.2271e-9
    0.00481836    1.3471e-9
    0.00485936     1.483e-9
    0.00490036    1.6307e-9
    0.00494136    1.7908e-9
    0.00498407    1.9719e-9
    0.00502678    2.1685e-9
    0.00506949    2.3818e-9
    0.00511219    2.6129e-9
    0.00515661    2.8734e-9
    0.00520103    3.1559e-9
    0.00524715    3.4742e-9
    0.00529328    3.8196e-9
     0.0053394    4.1941e-9
    0.00538724    4.6152e-9
    0.00543557    5.0769e-9
     0.0054846     5.585e-9
    0.00553364     6.136e-9
    0.00558425    6.7527e-9
    0.00563486    7.4215e-9
    0.00568705    8.1695e-9
    0.00573925    8.9807e-9
    0.00579303     9.887e-9
     0.0058468     1.087e-8
    0.00590216    1.1967e-8
    0.00595752    1.3157e-8
    0.00601446    1.4484e-8
     0.0060714    1.5922e-8
    0.00612992    1.7524e-8
    0.00619002    1.9309e-8
    0.00625012    2.1245e-8
    0.00631181      2.34e-8
    0.00637349    2.5735e-8
    0.00643676    2.8331e-8
    0.00650161    3.1217e-8
    0.00656804    3.4425e-8
    0.00663446    3.7905e-8
    0.00670248    4.1768e-8
    0.00677207    4.6057e-8
    0.00684166    5.0707e-8
    0.00691284    5.5862e-8
    0.00698085    6.1188e-8
    0.00705313    6.7306e-8
    0.00712542    7.3924e-8
    0.00719771    8.1075e-8
       0.00727    8.8789e-8
    0.00734885    9.7888e-8
    0.00742771    1.0775e-7
    0.00750657    1.1841e-7
    0.00758543    1.2993e-7
    0.00766429    1.4236e-7
    0.00774972    1.5691e-7
    0.00783515    1.7267e-7
    0.00792058     1.897e-7
    0.00800601    2.0808e-7
    0.00809801    2.2948e-7
    0.00819002    2.5265e-7
    0.00828202    2.7769e-7
    0.00837402    3.0472e-7
    0.00847259    3.3601e-7
    0.00857117    3.6987e-7
    0.00866974    4.0645e-7
    0.00877489    4.4864e-7
    0.00888003     4.943e-7
    0.00898518    5.4364e-7
    0.00909689    6.0034e-7
    0.00920861     6.617e-7
    0.00932033      7.28e-7
    0.00943861     8.039e-7
     0.0095569    8.8601e-7
    0.00967519    9.7468e-7
    0.00980005    1.0758e-6
    0.00992491    1.1851e-6
     0.0100498    1.3031e-6
     0.0101812    1.4371e-6
     0.0103126    1.5818e-6
     0.0104506    1.7458e-6
     0.0105886     1.923e-6
     0.0107266     2.114e-6
     0.0108712    2.3298e-6
     0.0110224    2.5734e-6
     0.0111801    2.8484e-6
     0.0113378    3.1457e-6
     0.0114955    3.4666e-6
     0.0116598    3.8273e-6
     0.0118307    4.2326e-6
     0.0120015    4.6701e-6
      0.012179    5.1606e-6
      0.012363    5.7099e-6
      0.012547     6.303e-6
     0.0127375    6.9655e-6
     0.0129281    7.6799e-6
     0.0131253     8.476e-6
     0.0133356    9.3924e-6
     0.0135458    1.0382e-5
     0.0137601    1.1468e-5
     0.0139872     1.271e-5
     0.0142208     1.409e-5
     0.0144609    1.5622e-5
     0.0147075     1.732e-5
     0.0149605      1.92e-5
     0.0152201    2.1281e-5
     0.0154861    2.3581e-5
     0.0157586    2.6119e-5
     0.0160442    2.8987e-5
     0.0163427    3.2221e-5
     0.0166476    3.5786e-5
     0.0169591    3.9711e-5
     0.0172835    4.4117e-5
     0.0176145    4.8959e-5
     0.0179584    5.4377e-5
     0.0183153    6.0432e-5
     0.0186852    6.7189e-5
      0.019068     7.472e-5
     0.0194638    8.3102e-5
     0.0198726    9.2415e-5
     0.0202985   0.00010285
      0.020737    0.0001144
     0.0211988   0.00012749
     0.0216782   0.00014209
     0.0221809   0.00015857
     0.0227012   0.00017689
     0.0232448   0.00019747
      0.023806   0.00022028
     0.0243964   0.00024604
     0.0250161   0.00027507
      0.025665   0.00030769
     0.0263478   0.00034453
      0.027051    0.0003852
     0.0278026   0.00043179
     0.0285786    0.0004833
      0.029403   0.00054187
     0.0302759   0.00060824
     0.0311973   0.00068318
     0.0321671    0.0007675
     0.0332098   0.00086436
     0.0343252   0.00097506
     0.0355133     0.001101
     0.0367741    0.0012435
      0.038132    0.0014072
     0.0395868    0.0015939
     0.0411629     0.001809
     0.0428845    0.0020589
     0.0447758    0.0023504
      0.046861    0.0026915
     0.0491645    0.0030908
      0.051748    0.0035646
     0.0546725     0.004131
     0.0580509    0.0048205
     0.0620343    0.0056752
     0.0669506    0.0067804
       0.07343    0.0083002
     0.0841772     0.010912
      0.103509     0.015643
      0.116394     0.018682
      0.128848     0.021471
      0.141548     0.024141
      0.154865     0.026745
      0.169124     0.029313
      0.184673      0.03187
      0.201856     0.034428
      0.221368      0.03704
      0.243778     0.039723
      0.269709     0.042487
      0.300764     0.045426
      0.338861     0.048631
      0.387522     0.052287
       0.44835     0.056395
       0.51558     0.060476
      0.583167     0.064089
      0.665718     0.067931
      0.770783     0.072203
      0.915248     0.077391
       1.14863     0.084958
       1.46965       0.0946
       1.74452      0.10223
       1.92953      0.10665
       2.11406      0.11019
       2.31705      0.11317
       2.54218      0.11556
       2.79315      0.11726
       3.07364      0.11818
       3.39473      0.11825
       3.76749      0.11731
       4.21406      0.11516
       4.80827      0.11122
       6.89883     0.095378
       8.16418     0.086486
       9.28894     0.079234
       10.3159     0.073215
       11.2756     0.068153
       12.1829     0.063893
       13.1418     0.059909
       14.1582     0.056177
       15.2321     0.052694
       16.3636     0.049457
        17.543     0.046483
         18.78      0.04374
            20     0.041222
//
#-------------------------------------------------------------------------------
