year,month,value
1884,1,-0.11
1884,2,-0.01
1884,3,0.0
1884,4,0.26
1884,5,0.4
1884,6,-0.13
1884,7,0.28
1884,8,0.2
1884,9,0.18
1884,10,0.29
1884,11,0.3
1884,12,0.35
1885,1,0.12
1885,2,0.27
1885,3,0.12
1885,4,-0.02
1885,5,0.44
1885,6,0.17
1885,7,0.08
1885,8,0.34
1885,9,0.52
1885,10,0.72
1885,11,0.81
1885,12,1.02
1886,1,0.17
1886,2,-0.1
1886,3,-0.11
1886,4,-0.37
1886,5,-0.85
1886,6,-0.9
1886,7,-0.97
1886,8,-1.03
1886,9,-1.21
1886,10,-1.14
1886,11,-1.34
1886,12,-1.44
1887,1,-0.68
1887,2,-1.02
1887,3,-1.17
1887,4,-1.18
1887,5,-1.14
1887,6,-0.56
1887,7,-0.55
1887,8,-0.62
1887,9,-0.34
1887,10,-0.12
1887,11,0.04
1887,12,0.15
1888,1,0.15
1888,2,0.66
1888,3,0.4
1888,4,0.3
1888,5,0.47
1888,6,0.4
1888,7,0.56
1888,8,0.93
1888,9,0.58
1888,10,1.42
1888,11,2.21
1888,12,1.67
1889,1,1.98
1889,2,1.47
1889,3,0.83
1889,4,0.46
1889,5,0.32
1889,6,0.09
1889,7,-0.76
1889,8,-0.99
1889,9,-0.92
1889,10,-1.31
1889,11,-1.08
1889,12,-1.25
1890,1,-2.49
1890,2,-2.11
1890,3,-1.15
1890,4,-1.14
1890,5,-1.0
1890,6,-0.86
1890,7,-0.92
1890,8,-1.38
1890,9,-1.29
1890,10,-1.26
1890,11,-1.07
1890,12,-0.68
1891,1,-0.45
1891,2,-0.25
1891,3,-0.07
1891,4,0.15
1891,5,0.13
1891,6,0.29
1891,7,0.11
1891,8,0.05
1891,9,-0.08
1891,10,-0.03
1891,11,0.06
1891,12,0.01
1892,1,-0.5
1892,2,-0.34
1892,3,-0.58
1892,4,-0.65
1892,5,-0.72
1892,6,-0.57
1892,7,-0.62
1892,8,-0.63
1892,9,-1.07
1892,10,-1.54
1892,11,-1.62
1892,12,-1.18
1893,1,-1.23
1893,2,-1.16
1893,3,-1.24
1893,4,-1.3
1893,5,-1.32
1893,6,-1.19
1893,7,-1.32
1893,8,-1.29
1893,9,-1.28
1893,10,-1.36
1893,11,-1.3
1893,12,-1.0
1894,1,-1.09
1894,2,-1.13
1894,3,-1.06
1894,4,-0.92
1894,5,-1.0
1894,6,-0.84
1894,7,-0.88
1894,8,-0.8
1894,9,-1.1
1894,10,-0.82
1894,11,-0.92
1894,12,-0.48
1895,1,-0.73
1895,2,-0.49
1895,3,-0.4
1895,4,-0.17
1895,5,-0.03
1895,6,-0.21
1895,7,-0.26
1895,8,0.36
1895,9,0.42
1895,10,0.32
1895,11,0.44
1895,12,0.48
1896,1,0.16
1896,2,0.09
1896,3,0.15
1896,4,-0.01
1896,5,-0.04
1896,6,-0.21
1896,7,0.43
1896,8,1.05
1896,9,1.04
1896,10,1.1
1896,11,1.51
1896,12,1.55
1897,1,1.49
1897,2,1.14
1897,3,0.54
1897,4,-0.22
1897,5,-0.17
1897,6,-0.02
1897,7,0.07
1897,8,-0.15
1897,9,-0.24
1897,10,-0.57
1897,11,-0.61
1897,12,-0.4
1898,1,-0.51
1898,2,-0.57
1898,3,-0.79
1898,4,-0.61
1898,5,-0.59
1898,6,-0.28
1898,7,-0.63
1898,8,-0.76
1898,9,-0.19
1898,10,-0.33
1898,11,-0.66
1898,12,-0.78
1899,1,-0.75
1899,2,-0.71
1899,3,-0.56
1899,4,-0.34
1899,5,0.04
1899,6,0.09
1899,7,-0.02
1899,8,0.63
1899,9,0.43
1899,10,0.92
1899,11,1.29
1899,12,1.51
1900,1,1.41
1900,2,1.29
1900,3,0.99
1900,4,0.66
1900,5,0.54
1900,6,0.76
1900,7,0.75
1900,8,0.78
1900,9,0.56
1900,10,0.42
1900,11,0.14
1900,12,0.6
1901,1,0.82
1901,2,0.29
1901,3,0.05
1901,4,-0.13
1901,5,-0.19
1901,6,-0.26
1901,7,-0.3
1901,8,-0.38
1901,9,-0.3
1901,10,-0.31
1901,11,-0.39
1901,12,-0.35
1902,1,-0.5
1902,2,-0.26
1902,3,-0.27
1902,4,0.2
1902,5,0.47
1902,6,0.77
1902,7,1.44
1902,8,1.21
1902,9,1.44
1902,10,1.4
1902,11,1.54
1902,12,1.39
1903,1,1.33
1903,2,0.93
1903,3,0.79
1903,4,0.36
1903,5,-0.1
1903,6,0.29
1903,7,-0.49
1903,8,-0.32
1903,9,-0.6
1903,10,-0.42
1903,11,-0.76
1903,12,-1.02
1904,1,-0.73
1904,2,-0.79
1904,3,-0.85
1904,4,-0.72
1904,5,-0.4
1904,6,0.14
1904,7,0.75
1904,8,0.54
1904,9,0.01
1904,10,0.91
1904,11,0.15
1904,12,0.86
1905,1,0.68
1905,2,0.72
1905,3,0.92
1905,4,0.29
1905,5,1.08
1905,6,0.59
1905,7,0.82
1905,8,1.04
1905,9,1.42
1905,10,1.12
1905,11,0.83
1905,12,1.17
1906,1,0.89
1906,2,0.67
1906,3,0.8
1906,4,0.45
1906,5,0.02
1906,6,0.15
1906,7,-0.49
1906,8,-0.37
1906,9,-0.81
1906,10,-0.87
1906,11,-0.33
1906,12,-0.51
1907,1,-0.57
1907,2,-0.41
1907,3,-0.43
1907,4,-0.56
1907,5,-0.47
1907,6,-0.41
1907,7,-0.55
1907,8,-0.65
1907,9,0.13
1907,10,-0.25
1907,11,-0.25
1907,12,-0.09
1908,1,-0.27
1908,2,0.07
1908,3,-0.63
1908,4,-0.55
1908,5,-0.45
1908,6,-0.22
1908,7,-0.63
1908,8,-0.4
1908,9,-0.52
1908,10,-0.5
1908,11,-0.88
1908,12,-1.15
1909,1,-0.29
1909,2,-0.88
1909,3,-0.54
1909,4,-0.68
1909,5,-0.36
1909,6,-1.1
1909,7,-1.0
1909,8,-0.97
1909,9,-0.85
1909,10,-1.24
1909,11,-1.5
1909,12,-1.08
1910,1,-0.93
1910,2,-0.64
1910,3,-0.79
1910,4,-1.17
1910,5,-1.41
1910,6,-1.04
1910,7,-0.88
1910,8,-0.9
1910,9,-1.29
1910,10,-0.94
1910,11,-0.53
1910,12,-0.64
1911,1,-0.57
1911,2,-0.58
1911,3,-0.82
1911,4,-1.11
1911,5,-1.05
1911,6,-0.64
1911,7,-0.22
1911,8,-0.28
1911,9,0.22
1911,10,0.2
1911,11,0.84
1911,12,0.96
1912,1,1.55
1912,2,0.83
1912,3,0.69
1912,4,0.58
1912,5,0.0
1912,6,-0.24
1912,7,-0.1
1912,8,-0.4
1912,9,0.09
1912,10,-0.13
1912,11,0.16
1912,12,-0.49
1913,1,-0.2
1913,2,0.18
1913,3,0.16
1913,4,-0.77
1913,5,-0.28
1913,6,-0.16
1913,7,-0.15
1913,8,-0.09
1913,9,0.05
1913,10,0.03
1913,11,0.8
1913,12,0.85
1914,1,0.7
1914,2,0.8
1914,3,0.32
1914,4,0.69
1914,5,0.01
1914,6,0.08
1914,7,0.53
1914,8,0.92
1914,9,0.68
1914,10,0.26
1914,11,0.3
1914,12,0.68
1915,1,0.88
1915,2,0.65
1915,3,0.49
1915,4,0.47
1915,5,0.52
1915,6,1.1
1915,7,0.07
1915,8,0.05
1915,9,0.17
1915,10,0.24
1915,11,-0.15
1915,12,-0.23
1916,1,-0.12
1916,2,-0.61
1916,3,-0.54
1916,4,-0.63
1916,5,-0.23
1916,6,-0.36
1916,7,-1.11
1916,8,-1.48
1916,9,-1.36
1916,10,-1.36
1916,11,-1.72
1916,12,-1.64
1917,1,-1.56
1917,2,-1.2
1917,3,-0.64
1917,4,-0.29
1917,5,-0.3
1917,6,-0.04
1917,7,-0.05
1917,8,0.15
1917,9,-0.03
1917,10,0.04
1917,11,-0.43
1917,12,-0.72
1918,1,-0.84
1918,2,-0.82
1918,3,-0.96
1918,4,-0.56
1918,5,-0.17
1918,6,0.37
1918,7,-0.07
1918,8,0.12
1918,9,0.41
1918,10,0.93
1918,11,1.23
1918,12,1.3
1919,1,1.6
1919,2,1.24
1919,3,0.9
1919,4,0.69
1919,5,0.63
1919,6,0.61
1919,7,0.4
1919,8,0.62
1919,9,0.5
1919,10,0.13
1919,11,-0.37
1919,12,0.34
1920,1,0.64
1920,2,0.6
1920,3,0.53
1920,4,-0.16
1920,5,-0.21
1920,6,0.29
1920,7,0.15
1920,8,0.13
1920,9,0.27
1920,10,0.48
1920,11,-0.08
1920,12,-0.01
1921,1,0.43
1921,2,-0.52
1921,3,-1.42
1921,4,-0.55
1921,5,-0.92
1921,6,-0.21
1921,7,-0.27
1921,8,-0.29
1921,9,-0.17
1921,10,0.04
1921,11,-1.03
1921,12,-0.5
1922,1,-0.54
1922,2,-0.07
1922,3,0.08
1922,4,-0.54
1922,5,0.22
1922,6,-0.44
1922,7,-0.44
1922,8,-0.78
1922,9,-0.38
1922,10,-0.26
1922,11,-0.31
1922,12,-0.53
1923,1,-0.41
1923,2,-0.76
1923,3,-0.85
1923,4,-0.55
1923,5,-0.25
1923,6,-0.15
1923,7,-0.2
1923,8,0.2
1923,9,0.64
1923,10,0.79
1923,11,0.87
1923,12,1.02
1924,1,0.46
1924,2,0.63
1924,3,0.39
1924,4,-0.02
1924,5,-0.85
1924,6,-0.67
1924,7,-0.98
1924,8,-0.78
1924,9,-0.86
1924,10,-0.46
1924,11,-1.09
1924,12,-0.66
1925,1,-1.03
1925,2,-0.47
1925,3,-0.53
1925,4,-0.52
1925,5,-0.4
1925,6,-0.18
1925,7,0.5
1925,8,0.68
1925,9,0.77
1925,10,0.85
1925,11,1.0
1925,12,1.6
1926,1,1.52
1926,2,1.29
1926,3,1.19
1926,4,1.01
1926,5,0.83
1926,6,0.61
1926,7,0.63
1926,8,0.15
1926,9,-0.07
1926,10,-0.39
1926,11,-0.27
1926,12,-0.23
1927,1,0.1
1927,2,0.23
1927,3,-0.18
1927,4,-0.27
1927,5,-0.59
1927,6,-0.15
1927,7,-0.31
1927,8,-0.09
1927,9,-0.16
1927,10,0.27
1927,11,-0.04
1927,12,0.25
1928,1,0.47
1928,2,0.21
1928,3,-0.24
1928,4,-0.22
1928,5,-0.04
1928,6,-0.26
1928,7,0.02
1928,8,-0.28
1928,9,-0.13
1928,10,-0.12
1928,11,-0.17
1928,12,-0.03
1929,1,-0.15
1929,2,-0.08
1929,3,-0.15
1929,4,-0.15
1929,5,-0.17
1929,6,0.13
1929,7,-0.02
1929,8,0.1
1929,9,0.3
1929,10,0.4
1929,11,0.18
1929,12,0.63
1930,1,0.35
1930,2,0.39
1930,3,0.29
1930,4,0.41
1930,5,-0.04
1930,6,0.27
1930,7,0.64
1930,8,0.68
1930,9,1.28
1930,10,1.14
1930,11,1.79
1930,12,1.41
1931,1,1.49
1931,2,1.33
1931,3,1.18
1931,4,0.96
1931,5,0.63
1931,6,0.48
1931,7,0.4
1931,8,0.15
1931,9,-0.42
1931,10,-0.22
1931,11,-0.27
1931,12,-0.28
1932,1,-0.42
1932,2,-0.19
1932,3,0.25
1932,4,0.25
1932,5,0.28
1932,6,0.19
1932,7,-0.11
1932,8,0.09
1932,9,0.02
1932,10,0.02
1932,11,-0.04
1932,12,-0.41
1933,1,-0.21
1933,2,-0.08
1933,3,-0.2
1933,4,0.01
1933,5,-0.4
1933,6,-0.86
1933,7,-0.66
1933,8,-0.94
1933,9,-0.77
1933,10,-1.1
1933,11,-1.06
1933,12,-1.21
1934,1,-0.93
1934,2,-0.87
1934,3,-0.95
1934,4,-0.42
1934,5,-0.49
1934,6,-0.33
1934,7,-0.43
1934,8,-0.33
1934,9,-0.52
1934,10,-0.26
1934,11,-0.11
1934,12,-0.24
1935,1,-0.32
1935,2,-0.19
1935,3,-0.28
1935,4,-0.32
1935,5,-0.54
1935,6,-0.4
1935,7,-0.65
1935,8,0.06
1935,9,0.08
1935,10,0.28
1935,11,0.28
1935,12,-0.04
1936,1,0.74
1936,2,0.49
1936,3,0.0
1936,4,0.29
1936,5,-0.07
1936,6,-0.35
1936,7,-0.34
1936,8,-0.32
1936,9,-0.1
1936,10,0.38
1936,11,-0.03
1936,12,0.63
1937,1,-0.3
1937,2,0.3
1937,3,0.25
1937,4,0.21
1937,5,-0.43
1937,6,-0.3
1937,7,0.09
1937,8,-0.2
1937,9,0.17
1937,10,-0.1
1937,11,0.21
1937,12,0.22
1938,1,-0.21
1938,2,0.23
1938,3,-0.06
1938,4,0.09
1938,5,-0.33
1938,6,-0.88
1938,7,-0.98
1938,8,-0.81
1938,9,-0.28
1938,10,-0.75
1938,11,-0.72
1938,12,-0.79
1939,1,-0.67
1939,2,-0.95
1939,3,-0.85
1939,4,-0.27
1939,5,-0.25
1939,6,0.05
1939,7,0.25
1939,8,0.06
1939,9,0.43
1939,10,-0.47
1939,11,0.32
1939,12,0.05
1940,1,1.18
1940,2,1.38
1940,3,1.19
1940,4,0.8
1940,5,0.34
1940,6,0.55
1940,7,0.21
1940,8,0.75
1940,9,0.05
1940,10,0.32
1940,11,0.7
1940,12,1.39
1941,1,1.38
1941,2,1.34
1941,3,1.41
1941,4,1.36
1941,5,1.32
1941,6,0.88
1941,7,0.73
1941,8,0.79
1941,9,0.68
1941,10,0.99
1941,11,1.17
1941,12,1.27
1942,1,0.61
1942,2,0.53
1942,3,0.25
1942,4,0.57
1942,5,-0.1
1942,6,-0.52
1942,7,-0.55
1942,8,-0.96
1942,9,-1.17
1942,10,-1.32
1942,11,-1.5
1942,12,-1.24
1943,1,-1.2
1943,2,-1.18
1943,3,-1.1
1943,4,-0.6
1943,5,-0.36
1943,6,-0.11
1943,7,-0.09
1943,8,0.05
1943,9,-0.24
1943,10,-0.44
1943,11,-0.5
1943,12,-0.42
1944,1,-0.42
1944,2,0.16
1944,3,-0.21
1944,4,0.11
1944,5,0.14
1944,6,0.04
1944,7,0.08
1944,8,0.0
1944,9,-0.31
1944,10,-0.22
1944,11,-0.35
1944,12,-0.26
1945,1,-0.36
1945,2,-0.47
1945,3,-0.79
1945,4,-0.76
1945,5,-0.46
1945,6,-0.59
1945,7,-0.61
1945,8,-0.84
1945,9,-0.82
1945,10,-0.86
1945,11,-0.42
1945,12,-0.54
1946,1,-0.44
1946,2,-0.24
1946,3,-0.36
1946,4,-0.48
1946,5,-0.39
1946,6,0.15
1946,7,0.03
1946,8,-0.52
1946,9,-0.19
1946,10,-0.01
1946,11,-0.18
1946,12,0.03
1947,1,0.39
1947,2,-0.13
1947,3,0.28
1947,4,-0.07
1947,5,-0.55
1947,6,0.07
1947,7,-0.39
1947,8,-0.37
1947,9,-1.05
1947,10,-0.82
1947,11,-0.73
1947,12,0.18
1948,1,0.05
1948,2,0.37
1948,3,0.63
1948,4,0.25
1948,5,0.31
1948,6,0.06
1948,7,-0.06
1948,8,-0.02
1948,9,-0.02
1948,10,-0.68
1948,11,-0.3
1948,12,0.38
1949,1,-0.46
1949,2,0.26
1949,3,-0.55
1949,4,0.19
1949,5,-0.07
1949,6,-0.72
1949,7,-0.39
1949,8,-0.32
1949,9,-0.65
1949,10,-0.72
1949,11,-1.33
1949,12,-1.2
1950,1,-1.99
1950,2,-1.69
1950,3,-1.42
1950,4,-1.54
1950,5,-1.75
1950,6,-1.27
1950,7,-1.01
1950,8,-0.97
1950,9,-0.98
1950,10,-1.03
1950,11,-1.23
1950,12,-1.31
1951,1,-1.3
1951,2,-1.04
1951,3,-0.38
1951,4,-0.23
1951,5,-0.01
1951,6,0.0
1951,7,0.3
1951,8,0.17
1951,9,0.51
1951,10,0.49
1951,11,0.55
1951,12,0.31
1952,1,0.13
1952,2,-0.01
1952,3,-0.11
1952,4,-0.02
1952,5,-0.14
1952,6,-0.54
1952,7,-0.76
1952,8,-0.56
1952,9,-0.36
1952,10,-0.46
1952,11,-0.78
1952,12,-0.39
1953,1,0.2
1953,2,0.24
1953,3,0.29
1953,4,0.22
1953,5,0.35
1953,6,0.39
1953,7,0.14
1953,8,0.09
1953,9,0.29
1953,10,0.16
1953,11,0.18
1953,12,0.41
1954,1,0.43
1954,2,0.28
1954,3,-0.38
1954,4,-1.17
1954,5,-0.81
1954,6,-0.93
1954,7,-1.18
1954,8,-1.43
1954,9,-1.6
1954,10,-1.48
1954,11,-1.13
1954,12,-1.33
1955,1,-0.93
1955,2,-0.95
1955,3,-1.06
1955,4,-1.22
1955,5,-1.28
1955,6,-1.18
1955,7,-1.15
1955,8,-1.35
1955,9,-1.43
1955,10,-2.31
1955,11,-2.45
1955,12,-2.03
1956,1,-1.2
1956,2,-0.99
1956,3,-0.83
1956,4,-0.97
1956,5,-0.8
1956,6,-0.92
1956,7,-1.06
1956,8,-1.17
1956,9,-0.98
1956,10,-0.97
1956,11,-1.14
1956,12,-0.89
1957,1,-0.51
1957,2,-0.22
1957,3,0.18
1957,4,0.41
1957,5,0.62
1957,6,0.63
1957,7,0.87
1957,8,0.84
1957,9,0.72
1957,10,0.7
1957,11,0.92
1957,12,1.3
1958,1,1.78
1958,2,1.49
1958,3,0.98
1958,4,0.46
1958,5,0.38
1958,6,0.26
1958,7,0.03
1958,8,-0.01
1958,9,-0.32
1958,10,-0.27
1958,11,0.05
1958,12,0.02
1959,1,0.53
1959,2,0.43
1959,3,0.19
1959,4,0.06
1959,5,-0.23
1959,6,-0.35
1959,7,-0.86
1959,8,-0.77
1959,9,-0.8
1959,10,-0.48
1959,11,-0.66
1959,12,-0.42
1960,1,-0.28
1960,2,-0.46
1960,3,-0.3
1960,4,-0.33
1960,5,-0.25
1960,6,-0.49
1960,7,-0.41
1960,8,-0.15
1960,9,-0.28
1960,10,-0.49
1960,11,-0.45
1960,12,-0.38
1961,1,-0.31
1961,2,-0.19
1961,3,-0.35
1961,4,-0.46
1961,5,-0.18
1961,6,-0.06
1961,7,-0.41
1961,8,-0.67
1961,9,-0.94
1961,10,-1.01
1961,11,-0.63
1961,12,-0.63
1962,1,-0.59
1962,2,-0.57
1962,3,-0.48
1962,4,-0.69
1962,5,-0.89
1962,6,-0.65
1962,7,-0.53
1962,8,-0.53
1962,9,-0.78
1962,10,-0.75
1962,11,-0.95
1962,12,-0.93
1963,1,-0.78
1963,2,-0.53
1963,3,-0.1
1963,4,-0.03
1963,5,-0.3
1963,6,-0.11
1963,7,0.49
1963,8,0.62
1963,9,0.68
1963,10,0.64
1963,11,0.77
1963,12,1.02
1964,1,0.79
1964,2,0.38
1964,3,-0.26
1964,4,-0.87
1964,5,-1.12
1964,6,-1.14
1964,7,-0.96
1964,8,-1.26
1964,9,-1.4
1964,10,-1.35
1964,11,-1.44
1964,12,-1.37
1965,1,-0.89
1965,2,-0.56
1965,3,-0.34
1965,4,-0.44
1965,5,0.06
1965,6,0.36
1965,7,0.61
1965,8,1.12
1965,9,1.29
1965,10,1.45
1965,11,1.42
1965,12,1.36
1966,1,1.12
1966,2,0.8
1966,3,0.93
1966,4,0.35
1966,5,-0.38
1966,6,-0.08
1966,7,0.04
1966,8,-0.37
1966,9,-0.44
1966,10,-0.5
1966,11,-0.47
1966,12,-0.57
1967,1,-0.67
1967,2,-0.64
1967,3,-0.78
1967,4,-1.08
1967,5,-0.59
1967,6,-0.26
1967,7,-0.33
1967,8,-0.42
1967,9,-0.86
1967,10,-0.74
1967,11,-0.62
1967,12,-0.65
1968,1,-0.85
1968,2,-1.07
1968,3,-0.95
1968,4,-0.72
1968,5,-0.75
1968,6,0.15
1968,7,0.28
1968,8,0.16
1968,9,0.01
1968,10,0.04
1968,11,0.5
1968,12,0.67
1969,1,0.95
1969,2,1.11
1969,3,0.54
1969,4,0.31
1969,5,0.35
1969,6,-0.04
1969,7,-0.21
1969,8,0.16
1969,9,0.43
1969,10,0.62
1969,11,0.4
1969,12,0.38
1970,1,0.28
1970,2,0.2
1970,3,-0.14
1970,4,-0.08
1970,5,-0.3
1970,6,-0.69
1970,7,-1.08
1970,8,-1.26
1970,9,-1.07
1970,10,-1.12
1970,11,-1.13
1970,12,-1.33
1971,1,-1.73
1971,2,-1.57
1971,3,-1.36
1971,4,-1.18
1971,5,-0.98
1971,6,-1.13
1971,7,-1.17
1971,8,-1.1
1971,9,-1.0
1971,10,-1.24
1971,11,-1.15
1971,12,-1.23
1972,1,-0.92
1972,2,-0.45
1972,3,-0.19
1972,4,0.07
1972,5,0.38
1972,6,0.45
1972,7,0.85
1972,8,1.09
1972,9,1.23
1972,10,1.54
1972,11,1.9
1972,12,2.09
1973,1,1.8
1973,2,1.2
1973,3,0.27
1973,4,-0.58
1973,5,-0.97
1973,6,-1.18
1973,7,-1.54
1973,8,-1.63
1973,9,-1.66
1973,10,-1.98
1973,11,-2.37
1973,12,-2.26
1974,1,-2.09
1974,2,-1.66
1974,3,-1.45
1974,4,-1.36
1974,5,-1.29
1974,6,-1.2
1974,7,-0.9
1974,8,-0.52
1974,9,-0.64
1974,10,-0.94
1974,11,-1.09
1974,12,-0.97
1975,1,-0.45
1975,2,-0.68
1975,3,-1.09
1975,4,-0.96
1975,5,-1.13
1975,6,-1.5
1975,7,-1.39
1975,8,-1.52
1975,9,-1.66
1975,10,-1.83
1975,11,-1.66
1975,12,-1.93
1976,1,-2.01
1976,2,-1.26
1976,3,-0.82
1976,4,-0.93
1976,5,-0.74
1976,6,-0.38
1976,7,-0.16
1976,8,0.12
1976,9,0.3
1976,10,0.75
1976,11,0.71
1976,12,0.49
1977,1,0.78
1977,2,0.37
1977,3,0.19
1977,4,-0.38
1977,5,-0.21
1977,6,0.01
1977,7,0.09
1977,8,-0.01
1977,9,0.4
1977,10,0.63
1977,11,0.48
1977,12,0.7
1978,1,0.62
1978,2,0.25
1978,3,-0.2
1978,4,-0.7
1978,5,-0.74
1978,6,-0.71
1978,7,-0.55
1978,8,-0.79
1978,9,-0.71
1978,10,-0.46
1978,11,-0.38
1978,12,-0.06
1979,1,-0.13
1979,2,-0.22
1979,3,-0.02
1979,4,0.02
1979,5,-0.25
1979,6,-0.29
1979,7,-0.47
1979,8,-0.1
1979,9,0.28
1979,10,0.11
1979,11,0.29
1979,12,0.52
1980,1,0.54
1980,2,0.22
1980,3,0.03
1980,4,-0.07
1980,5,0.08
1980,6,0.21
1980,7,-0.06
1980,8,-0.38
1980,9,-0.28
1980,10,-0.26
1980,11,-0.1
1980,12,0.05
1981,1,-0.36
1981,2,-0.64
1981,3,-0.64
1981,4,-0.53
1981,5,-0.57
1981,6,-0.46
1981,7,-0.64
1981,8,-0.53
1981,9,-0.19
1981,10,-0.3
1981,11,-0.41
1981,12,-0.2
1982,1,0.13
1982,2,-0.17
1982,3,0.13
1982,4,0.21
1982,5,0.45
1982,6,0.53
1982,7,0.37
1982,8,0.73
1982,9,1.49
1982,10,1.99
1982,11,1.92
1982,12,2.2
1983,1,2.35
1983,2,1.94
1983,3,1.38
1983,4,0.95
1983,5,0.9
1983,6,0.54
1983,7,-0.11
1983,8,-0.27
1983,9,-0.52
1983,10,-1.16
1983,11,-1.29
1983,12,-1.03
1984,1,-0.67
1984,2,-0.19
1984,3,-0.52
1984,4,-0.68
1984,5,-0.73
1984,6,-0.9
1984,7,-0.5
1984,8,-0.24
1984,9,-0.34
1984,10,-0.67
1984,11,-1.19
1984,12,-1.34
1985,1,-1.16
1985,2,-0.72
1985,3,-0.79
1985,4,-1.18
1985,5,-1.03
1985,6,-0.91
1985,7,-0.74
1985,8,-0.56
1985,9,-0.7
1985,10,-0.49
1985,11,-0.37
1985,12,-0.41
1986,1,-0.66
1986,2,-0.71
1986,3,-0.42
1986,4,-0.33
1986,5,-0.53
1986,6,-0.31
1986,7,-0.11
1986,8,0.32
1986,9,0.53
1986,10,0.81
1986,11,1.01
1986,12,1.12
1987,1,1.14
1987,2,1.13
1987,3,0.98
1987,4,0.58
1987,5,0.62
1987,6,0.92
1987,7,1.29
1987,8,1.57
1987,9,1.65
1987,10,1.24
1987,11,1.07
1987,12,0.94
1988,1,0.9
1988,2,0.28
1988,3,0.1
1988,4,-0.44
1988,5,-1.25
1988,6,-1.74
1988,7,-1.74
1988,8,-1.19
1988,9,-1.0
1988,10,-1.9
1988,11,-2.05
1988,12,-1.96
1989,1,-1.97
1989,2,-1.47
1989,3,-1.21
1989,4,-1.08
1989,5,-0.88
1989,6,-0.59
1989,7,-0.57
1989,8,-0.53
1989,9,-0.3
1989,10,-0.4
1989,11,-0.45
1989,12,-0.13
1990,1,0.01
1990,2,0.21
1990,3,0.04
1990,4,0.08
1990,5,0.08
1990,6,-0.08
1990,7,0.09
1990,8,0.22
1990,9,0.22
1990,10,0.21
1990,11,0.1
1990,12,0.35
1991,1,0.49
